oktmo,name,year,internat_inflow,internat_outflow,interreg_inflow,interreg_outflow,reg_inflow,reg_outflow,total_inflow,total_outflow
38622000,Льговский муниципальный район,2019,48.0,25.0,117.0,182.0,185.0,302.0,350.0,509.0
38622410,Большеугонский сельсовет,2019,5.0,5.0,24.0,33.0,40.0,64.0,69.0,102.0
38622417,Вышнедеревенский сельсовет,2019,3.0,2.0,21.0,27.0,29.0,63.0,53.0,92.0
38622420,Городенский сельсовет,2019,3.0,3.0,6.0,15.0,8.0,29.0,17.0,47.0
38622424,Густомойский сельсовет,2019,16.0,2.0,18.0,36.0,24.0,44.0,58.0,82.0
38622435,Иванчиковский сельсовет,2019,3.0,2.0,2.0,4.0,15.0,23.0,20.0,29.0
38622450,Кудинцевский сельсовет,2019,9.0,1.0,21.0,23.0,16.0,20.0,46.0,44.0
38622464,Марицкий сельсовет,2019,3.0,2.0,8.0,13.0,13.0,20.0,24.0,35.0
38622477,Селекционный сельсовет,2019,6.0,8.0,17.0,31.0,40.0,39.0,63.0,78.0
38623000,Мантуровский муниципальный район,2019,111.0,86.0,222.0,253.0,90.0,197.0,423.0,536.0
38623410,2-й Засеймский сельсовет,2019,11.0,5.0,20.0,21.0,7.0,18.0,38.0,44.0
38623419,Куськинский сельсовет,2019,10.0,4.0,12.0,21.0,12.0,19.0,34.0,44.0
38623422,Мантуровский сельсовет,2019,39.0,36.0,49.0,58.0,33.0,82.0,121.0,176.0
38623426,Останинский сельсовет,2019,3.0,7.0,16.0,16.0,3.0,8.0,22.0,31.0
38623436,Репецкий сельсовет,2019,9.0,1.0,9.0,25.0,5.0,11.0,23.0,37.0
38623441,Сеймский сельсовет,2019,18.0,20.0,45.0,47.0,25.0,43.0,88.0,110.0
38623460,Ястребовский сельсовет,2019,21.0,13.0,71.0,65.0,5.0,16.0,97.0,94.0
38624000,Медвенский муниципальный район,2019,185.0,176.0,204.0,176.0,387.0,433.0,776.0,785.0
38624151,поселок Медвенка,2019,24.0,41.0,36.0,40.0,98.0,107.0,158.0,188.0
38624404,Амосовский сельсовет,2019,7.0,4.0,8.0,4.0,19.0,20.0,34.0,28.0
38624408,Высокский сельсовет,2019,16.0,9.0,36.0,16.0,57.0,28.0,109.0,53.0
38624416,Вышнереутчанский сельсовет,2019,14.0,9.0,5.0,11.0,23.0,23.0,42.0,43.0
38624420,Гостомлянский сельсовет,2019,24.0,16.0,17.0,6.0,23.0,32.0,64.0,54.0
38624424,Китаевский сельсовет,2019,17.0,10.0,15.0,10.0,17.0,26.0,49.0,46.0
38624436,Нижнереутчанский сельсовет,2019,24.0,20.0,30.0,17.0,36.0,55.0,90.0,92.0
38624440,Паникинский сельсовет,2019,20.0,22.0,12.0,20.0,26.0,29.0,58.0,71.0
38624444,Панинский сельсовет,2019,10.0,22.0,10.0,12.0,32.0,41.0,52.0,75.0
38624456,Чермошнянский сельсовет,2019,18.0,9.0,25.0,22.0,43.0,50.0,86.0,81.0
38626000,Обоянский муниципальный район,2019,299.0,317.0,528.0,435.0,653.0,723.0,1480.0,1475.0
38626101,город Обоянь,2019,90.0,83.0,200.0,193.0,313.0,270.0,603.0,546.0
38626404,Афанасьевский сельсовет,2019,50.0,58.0,76.0,53.0,49.0,61.0,175.0,172.0
38626408,Бабинский сельсовет,2019,6.0,7.0,11.0,2.0,7.0,5.0,24.0,14.0
38626412,Башкатовский сельсовет,2019,6.0,6.0,11.0,13.0,9.0,14.0,26.0,33.0
38626420,Быкановский сельсовет,2019,2.0,5.0,15.0,7.0,26.0,27.0,43.0,39.0
38626424,Гридасовский сельсовет,2019,14.0,11.0,9.0,4.0,13.0,18.0,36.0,33.0
38626432,Зоринский сельсовет,2019,28.0,53.0,65.0,37.0,53.0,77.0,146.0,167.0
38626436,Каменский сельсовет,2019,12.0,5.0,13.0,16.0,18.0,25.0,43.0,46.0
38626444,Котельниковский сельсовет,2019,26.0,21.0,30.0,18.0,40.0,45.0,96.0,84.0
38626456,Рудавский сельсовет,2019,19.0,23.0,34.0,36.0,49.0,80.0,102.0,139.0
38626460,Рыбино-Будский сельсовет,2019,15.0,14.0,30.0,18.0,16.0,25.0,61.0,57.0
38626468,Усланский сельсовет,2019,25.0,25.0,32.0,35.0,52.0,69.0,109.0,129.0
38626472,Шевелевский сельсовет,2019,6.0,6.0,2.0,3.0,8.0,7.0,16.0,16.0
38628000,Октябрьский муниципальный район,2019,245.0,80.0,136.0,151.0,487.0,482.0,868.0,713.0
38628151,поселок Прямицыно,2019,24.0,27.0,26.0,36.0,82.0,107.0,132.0,170.0
38628404,Артюховский сельсовет,2019,1.0,4.0,7.0,5.0,11.0,13.0,19.0,22.0
38628408,Большедолженковский сельсовет,2019,24.0,9.0,12.0,11.0,49.0,42.0,85.0,62.0
38628412,Дьяконовский сельсовет,2019,16.0,6.0,21.0,24.0,71.0,73.0,108.0,103.0
38628416,Катыринский сельсовет,2019,12.0,10.0,6.0,8.0,51.0,44.0,69.0,62.0
38628420,Лобазовский сельсовет,2019,15.0,5.0,12.0,12.0,34.0,22.0,61.0,39.0
38628424,Никольский сельсовет,2019,3.0,1.0,7.0,2.0,4.0,17.0,14.0,20.0
38628428,Старковский сельсовет,2019,3.0,3.0,5.0,8.0,20.0,27.0,28.0,38.0
38628436,Черницынский сельсовет,2019,135.0,8.0,38.0,45.0,151.0,121.0,324.0,174.0
38630000,Поныровский муниципальный район,2019,69.0,12.0,133.0,156.0,240.0,342.0,442.0,510.0
38630151,поселок Поныри,2019,27.0,7.0,74.0,83.0,125.0,130.0,226.0,220.0
38630428,Ольховатский сельсовет,2019,10.0,3.0,10.0,6.0,10.0,26.0,30.0,35.0
38630440,2-й Поныровский сельсовет,2019,4.0,2.0,13.0,4.0,14.0,21.0,31.0,27.0
38632000,Пристенский муниципальный район,2019,154.0,131.0,231.0,275.0,314.0,395.0,699.0,801.0
38632151,поселок Пристень,2019,19.0,28.0,69.0,88.0,113.0,123.0,201.0,239.0
38632152,поселок Кировский,2019,15.0,22.0,41.0,39.0,48.0,60.0,104.0,121.0
38632404,Бобрышевский сельсовет,2019,11.0,8.0,42.0,32.0,16.0,36.0,69.0,76.0
38632428,Котовский сельсовет,2019,22.0,22.0,14.0,18.0,18.0,23.0,54.0,63.0
38632432,Нагольненский сельсовет,2019,22.0,9.0,12.0,13.0,25.0,35.0,59.0,57.0
38632444,Пристенский сельсовет,2019,8.0,4.0,8.0,15.0,13.0,32.0,29.0,51.0
38632460,Сазановский сельсовет,2019,18.0,10.0,8.0,13.0,18.0,20.0,44.0,43.0
38632464,Среднеольшанский сельсовет,2019,13.0,12.0,14.0,24.0,16.0,23.0,43.0,59.0
38632473,Черновецкий сельсовет,2019,13.0,10.0,11.0,14.0,15.0,18.0,39.0,42.0
38632480,Ярыгинский сельсовет,2019,13.0,6.0,12.0,19.0,32.0,25.0,57.0,50.0
38634000,Рыльский муниципальный район,2019,212.0,173.0,599.0,528.0,812.0,784.0,1623.0,1485.0
38634101,город Рыльск,2019,72.0,61.0,327.0,324.0,457.0,368.0,856.0,753.0
38634412,Березниковский сельсовет,2019,6.0,12.0,27.0,16.0,18.0,20.0,51.0,48.0
38634432,Дуровский сельсовет,2019,2.0,10.0,5.0,3.0,4.0,20.0,11.0,33.0
38634436,Ивановский сельсовет,2019,16.0,16.0,78.0,50.0,107.0,96.0,201.0,162.0
38634443,Козинский сельсовет,2019,14.0,7.0,28.0,16.0,19.0,16.0,61.0,39.0
38634448,Крупецкий сельсовет,2019,23.0,23.0,17.0,22.0,27.0,52.0,67.0,97.0
38634464,Михайловский сельсовет,2019,9.0,6.0,9.0,5.0,6.0,8.0,24.0,19.0
38634468,Некрасовский сельсовет,2019,7.0,5.0,13.0,11.0,29.0,39.0,49.0,55.0
38634472,Нехаевский сельсовет,2019,10.0,6.0,7.0,10.0,14.0,15.0,31.0,31.0
38634476,Никольниковский сельсовет,2019,15.0,1.0,11.0,10.0,14.0,25.0,40.0,36.0
38634484,Октябрьский сельсовет,2019,8.0,4.0,18.0,5.0,30.0,8.0,56.0,17.0
38634488,Пригородненский сельсовет,2019,6.0,11.0,14.0,20.0,30.0,28.0,50.0,59.0
38634492,Студенокский сельсовет,2019,3.0,7.0,8.0,7.0,16.0,28.0,27.0,42.0
38634496,Щекинский сельсовет,2019,5.0,4.0,1.0,2.0,6.0,13.0,12.0,19.0
38636000,Советский муниципальный район,2019,103.0,80.0,202.0,218.0,260.0,277.0,565.0,575.0
38636151,поселок Кшенский,2019,23.0,17.0,54.0,87.0,63.0,92.0,140.0,196.0
38636404,Александровский сельсовет,2019,9.0,8.0,7.0,6.0,15.0,17.0,31.0,31.0
38636412,Верхнерагозецкий сельсовет,2019,11.0,13.0,17.0,15.0,6.0,10.0,34.0,38.0
38636416,Волжанский сельсовет,2019,14.0,8.0,19.0,18.0,20.0,28.0,53.0,54.0
38636424,Краснодолинский сельсовет,2019,4.0,2.0,2.0,7.0,15.0,10.0,21.0,19.0
38636432,Ледовский сельсовет,2019,1.0,2.0,4.0,10.0,12.0,11.0,17.0,23.0
38636434,Ленинский сельсовет,2019,10.0,4.0,10.0,14.0,42.0,51.0,62.0,69.0
38636436,Мансуровский сельсовет,2019,9.0,5.0,7.0,11.0,6.0,12.0,22.0,28.0
38636440,Михайлоанненский сельсовет,2019,13.0,11.0,18.0,16.0,4.0,7.0,35.0,34.0
38636448,Нижнеграйворонский сельсовет,2019,4.0,2.0,22.0,10.0,5.0,14.0,31.0,26.0
38636464,Советский сельсовет,2019,5.0,8.0,42.0,24.0,72.0,25.0,119.0,57.0
38638000,Солнцевский муниципальный район,2019,143.0,186.0,158.0,187.0,277.0,337.0,578.0,710.0
38638151,поселок Солнцево,2019,58.0,64.0,63.0,68.0,69.0,97.0,190.0,229.0
38638408,Бунинский сельсовет,2019,14.0,15.0,12.0,27.0,25.0,53.0,51.0,95.0
38638428,Зуевский сельсовет,2019,24.0,34.0,33.0,29.0,55.0,66.0,112.0,129.0
38638432,Ивановский сельсовет,2019,9.0,17.0,22.0,23.0,43.0,40.0,74.0,80.0
38638448,Старолещинский сельсовет,2019,11.0,9.0,3.0,4.0,18.0,11.0,32.0,24.0
38638452,Субботинский сельсовет,2019,16.0,24.0,13.0,23.0,27.0,24.0,56.0,71.0
38638460,Шумаковский сельсовет,2019,11.0,23.0,12.0,13.0,40.0,46.0,63.0,82.0
38640000,Суджанский муниципальный район,2019,282.0,252.0,331.0,329.0,742.0,876.0,1355.0,1457.0
38640101,город Суджа,2019,52.0,45.0,79.0,92.0,223.0,205.0,354.0,342.0
38640410,Борковский сельсовет,2019,12.0,9.0,6.0,9.0,10.0,10.0,28.0,28.0
38640415,Воробжанский сельсовет,2019,12.0,12.0,20.0,9.0,24.0,20.0,56.0,41.0
38640421,Гончаровский сельсовет,2019,16.0,21.0,21.0,27.0,78.0,116.0,115.0,164.0
38640424,Гуевский сельсовет,2019,22.0,27.0,22.0,23.0,11.0,34.0,55.0,84.0
38640430,Замостянский сельсовет,2019,21.0,21.0,39.0,35.0,90.0,74.0,150.0,130.0
38640433,Заолешенский сельсовет,2019,40.0,46.0,31.0,41.0,91.0,107.0,162.0,194.0
38640438,Казачелокнянский сельсовет,2019,11.0,7.0,20.0,10.0,22.0,38.0,53.0,55.0
38640453,Мартыновский сельсовет,2019,7.0,7.0,15.0,5.0,27.0,16.0,49.0,28.0
38640456,Махновский сельсовет,2019,25.0,10.0,8.0,13.0,39.0,53.0,72.0,76.0
38640463,Новоивановский сельсовет,2019,6.0,2.0,10.0,2.0,16.0,13.0,32.0,17.0
38640466,Плеховский сельсовет,2019,12.0,11.0,13.0,8.0,24.0,27.0,49.0,46.0
38640469,Погребской сельсовет,2019,3.0,1.0,3.0,11.0,4.0,21.0,10.0,33.0
38640472,Пореченский сельсовет,2019,13.0,8.0,14.0,11.0,27.0,55.0,54.0,74.0
38640474,Свердликовский сельсовет,2019,14.0,11.0,16.0,16.0,19.0,35.0,49.0,62.0
38640480,Уланковский сельсовет,2019,6.0,14.0,4.0,10.0,8.0,25.0,18.0,49.0
38642000,Тимский муниципальный район,2019,83.0,113.0,142.0,112.0,212.0,291.0,437.0,516.0
38642151,поселок Тим,2019,13.0,19.0,43.0,39.0,61.0,82.0,117.0,140.0
38642401,Барковский сельсовет,2019,7.0,15.0,17.0,12.0,14.0,25.0,38.0,52.0
38642404,Выгорновский сельсовет,2019,3.0,6.0,5.0,9.0,17.0,12.0,25.0,27.0
38642432,Ленинский сельсовет,2019,7.0,3.0,10.0,10.0,12.0,20.0,29.0,33.0
38642444,Погоженский сельсовет,2019,4.0,19.0,10.0,5.0,18.0,10.0,32.0,34.0
38642468,Становской сельсовет,2019,20.0,20.0,29.0,14.0,34.0,59.0,83.0,93.0
38642472,Тимский сельсовет,2019,12.0,16.0,12.0,8.0,22.0,41.0,46.0,65.0
38642476,Успенский сельсовет,2019,17.0,11.0,11.0,12.0,22.0,27.0,50.0,50.0
38644000,Фатежский муниципальный район,2019,157.0,137.0,236.0,212.0,513.0,591.0,906.0,940.0
38644101,город Фатеж,2019,42.0,44.0,61.0,46.0,215.0,130.0,318.0,220.0
38644402,Банинский сельсовет,2019,17.0,10.0,25.0,16.0,34.0,54.0,76.0,80.0
38644408,Большеанненковский сельсовет,2019,2.0,1.0,7.0,4.0,11.0,31.0,20.0,36.0
38644412,Большежировский сельсовет,2019,30.0,13.0,20.0,13.0,45.0,47.0,95.0,73.0
38644416,Верхнелюбажский сельсовет,2019,16.0,18.0,20.0,23.0,74.0,72.0,110.0,113.0
38644420,Верхнехотемльский сельсовет,2019,6.0,6.0,14.0,12.0,23.0,52.0,43.0,70.0
38644424,Глебовский сельсовет,2019,5.0,2.0,14.0,6.0,4.0,14.0,23.0,22.0
38644444,Миленинский сельсовет,2019,3.0,4.0,10.0,8.0,10.0,37.0,23.0,49.0
38644448,Молотычевский сельсовет,2019,11.0,4.0,10.0,20.0,10.0,23.0,31.0,47.0
38644464,Русановский сельсовет,2019,14.0,25.0,26.0,33.0,59.0,65.0,99.0,123.0
38644468,Солдатский сельсовет,2019,11.0,10.0,29.0,31.0,28.0,66.0,68.0,107.0
38646000,Хомутовский муниципальный район,2019,100.0,42.0,161.0,159.0,247.0,372.0,508.0,573.0
38646151,поселок Хомутовка,2019,19.0,12.0,70.0,87.0,100.0,133.0,189.0,232.0
38646412,Гламаздинский сельсовет,2019,7.0,1.0,17.0,14.0,14.0,27.0,38.0,42.0
38646420,Калиновский сельсовет,2019,40.0,22.0,24.0,15.0,48.0,71.0,112.0,108.0
38646448,Ольховский сельсовет,2019,11.0,3.0,13.0,10.0,26.0,35.0,50.0,48.0
38646452,Петровский сельсовет,2019,7.0,1.0,2.0,3.0,10.0,24.0,19.0,28.0
38646464,Романовский сельсовет,2019,3.0,2.0,9.0,10.0,15.0,30.0,27.0,42.0
38646468,Сальновский сельсовет,2019,4.0,1.0,12.0,7.0,16.0,19.0,32.0,27.0
38648000,Черемисиновский муниципальный район,2019,72.0,60.0,71.0,102.0,69.0,193.0,212.0,355.0
38648151,поселок Черемисиново,2019,20.0,21.0,31.0,58.0,29.0,72.0,80.0,151.0
38648406,Краснополянский сельсовет,2019,13.0,11.0,6.0,5.0,7.0,29.0,26.0,45.0
38648412,Михайловский сельсовет,2019,8.0,4.0,7.0,9.0,11.0,21.0,26.0,34.0
38648427,Петровский сельсовет,2019,10.0,12.0,5.0,9.0,2.0,5.0,17.0,26.0
38648432,Русановский сельсовет,2019,15.0,8.0,12.0,13.0,3.0,14.0,30.0,35.0
38648436,Стакановский сельсовет,2019,1.0,2.0,4.0,2.0,6.0,22.0,11.0,26.0
38650000,Щигровский муниципальный район,2019,71.0,2.0,65.0,79.0,187.0,306.0,323.0,387.0
38650416,Знаменский сельсовет,2019,4.0,1.0,4.0,4.0,5.0,28.0,13.0,33.0
38701000,город Курск,2019,6541.0,3464.0,5209.0,5462.0,6925.0,5037.0,18675.0,13963.0
38705000,город Железногорск,2019,486.0,347.0,1553.0,1598.0,1081.0,850.0,3120.0,2795.0
38708000,город Курчатов,2019,100.0,109.0,547.0,553.0,621.0,690.0,1268.0,1352.0
38710000,город Льгов,2019,53.0,24.0,161.0,244.0,212.0,326.0,426.0,594.0
38715000,город Щигры,2019,71.0,9.0,123.0,152.0,282.0,268.0,476.0,429.0
40000000,Муниципальные образования города федерального значения Санкт-Петербурга,2019,24956.0,30497.0,138963.0,118940.0,60933.0,60933.0,224852.0,210370.0
40301000,муниципальный округ Коломна,2019,144.0,1122.0,306.0,1749.0,327.0,2693.0,777.0,5564.0
40303000,муниципальный округ Адмиралтейский округ,2019,164.0,76.0,3242.0,1336.0,1295.0,186.0,4701.0,1598.0
40307000,муниципальный округ № 7,2019,599.0,862.0,765.0,4979.0,612.0,2006.0,1976.0,7847.0
40312000,поселок Левашово,2019,14.0,14.0,208.0,166.0,69.0,104.0,291.0,284.0
40313000,поселок Парголово,2019,537.0,162.0,7780.0,2929.0,3347.0,599.0,11664.0,3690.0
40314000,муниципальный округ Сампсониевское,2019,632.0,3422.0,3348.0,8597.0,1605.0,3857.0,5585.0,15876.0
40315000,муниципальный округ Светлановское,2019,93.0,9.0,787.0,32.0,441.0,179.0,1321.0,220.0
40316000,муниципальный округ Сосновское,2019,80.0,2.0,628.0,27.0,360.0,146.0,1068.0,175.0
40317000,муниципальный округ № 15,2019,128.0,3.0,1178.0,33.0,674.0,113.0,1980.0,149.0
40318000,муниципальный округ Сергиевское,2019,80.0,1.0,796.0,12.0,359.0,108.0,1235.0,121.0
40319000,муниципальный округ Шувалово-Озерки,2019,186.0,5.0,1396.0,16.0,826.0,200.0,2408.0,221.0
40322000,муниципальный округ № 65,2019,4242.0,5265.0,12069.0,7563.0,4595.0,4184.0,20906.0,17012.0
40328000,муниципальный округ Гражданка,2019,1642.0,1638.0,5211.0,8867.0,2259.0,4055.0,9112.0,14560.0
40335000,муниципальный округ Княжево,2019,2069.0,1526.0,7331.0,4507.0,3002.0,3851.0,12402.0,9884.0
40342000,город Колпино,2019,296.0,359.0,3491.0,2032.0,1482.0,1481.0,5269.0,3872.0
40343000,поселок Металлострой,2019,98.0,85.0,619.0,332.0,608.0,348.0,1325.0,765.0
40344000,поселок Петро-Славянка,2019,5.0,17.0,46.0,37.0,45.0,26.0,96.0,80.0
40345000,поселок Понтонный,2019,14.0,27.0,255.0,132.0,181.0,164.0,450.0,323.0
40346000,поселок Саперный,2019,13.0,6.0,46.0,28.0,29.0,20.0,88.0,54.0
40347000,поселок Усть-Ижора,2019,17.0,17.0,50.0,51.0,132.0,57.0,199.0,125.0
40348000,муниципальный округ Полюстрово,2019,769.0,2158.0,5156.0,5227.0,2289.0,2992.0,8214.0,10377.0
